Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Nether Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - End Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Nether Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - End Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - End Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Monazite Ore
appliedenergistics2:facade:0, Cable Facade - End Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Trona Ore
appliedenergistics2:facade:0, Cable Facade - Nether Trona Ore
appliedenergistics2:facade:0, Cable Facade - End Trona Ore
appliedenergistics2:facade:0, Cable Facade - Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - End Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - End Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - End Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Logic Programmer
appliedenergistics2:facade:0, Cable Facade - Menril Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Menril Wood
appliedenergistics2:facade:0, Cable Facade - Menril Leaves
appliedenergistics2:facade:0, Cable Facade - Menril Wood Planks
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Menril
appliedenergistics2:facade:0, Cable Facade - Crystalized Menril Brick
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Chorus
appliedenergistics2:facade:0, Cable Facade - Crystalized Chorus Brick
appliedenergistics2:facade:0, Cable Facade - Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Oak Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Spruce Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Spruce Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Birch Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Birch Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Jungle Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Jungle Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Acacia Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Acacia Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Dark Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Dark Oak Rail Bridge End
appliedenergistics2:facade:0, Cable Facade - Andesite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Limestone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - tile.fake_ice.name
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Heart Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Illuminant Block
appliedenergistics2:facade:0, Cable Facade - Illuminant Block (Inverted)
appliedenergistics2:facade:0, Cable Facade - Infested Dirt
appliedenergistics2:facade:0, Cable Facade - Infested Log
appliedenergistics2:facade:0, Cable Facade - Infested Stone
appliedenergistics2:facade:0, Cable Facade - Bloody Ice
appliedenergistics2:facade:0, Cable Facade - Hive Core
appliedenergistics2:facade:0, Cable Facade - Parasitic Colony Core
appliedenergistics2:facade:0, Cable Facade - Parasitic Colony Outpost
appliedenergistics2:facade:0, Cable Facade - §bBiome Purifier
appliedenergistics2:facade:0, Cable Facade - Bruisewood Log
appliedenergistics2:facade:0, Cable Facade - Veinwood Log
appliedenergistics2:facade:0, Cable Facade - Darkwood Log
appliedenergistics2:facade:0, Cable Facade - Hivesoil
appliedenergistics2:facade:0, Cable Facade - Visceral Mud
appliedenergistics2:facade:0, Cable Facade - Flesh Chunk
appliedenergistics2:facade:0, Cable Facade - Compressed Arteries
appliedenergistics2:facade:0, Cable Facade - Concentrated Flesh Chunk
appliedenergistics2:facade:0, Cable Facade - Fortified Bone
appliedenergistics2:facade:0, Cable Facade - Hivestone
appliedenergistics2:facade:0, Cable Facade - Hivestone Debris
appliedenergistics2:facade:0, Cable Facade - Consumed Wood
appliedenergistics2:facade:0, Cable Facade - Hivestone Bricks
appliedenergistics2:facade:0, Cable Facade - Hivesteel
appliedenergistics2:facade:0, Cable Facade - Bleeding Obsidian
appliedenergistics2:facade:0, Cable Facade - Assimilated Fungus
appliedenergistics2:facade:0, Cable Facade - Incomplete Parasitic Colony Structure
appliedenergistics2:facade:0, Cable Facade - Compressed Hivestone
appliedenergistics2:facade:0, Cable Facade - Reinforced Hivestone
appliedenergistics2:facade:0, Cable Facade - Parasitic Compressed Colony Stone
appliedenergistics2:facade:0, Cable Facade - Fortified Bone
appliedenergistics2:facade:0, Cable Facade - Lure (§4Weakened§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§cFaint§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§6Slender§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§eStable§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§2Substantial§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§aConcentrated§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§bConcentrated+§f)
appliedenergistics2:facade:0, Cable Facade - Lure (§dConcentrated++§f)
appliedenergistics2:facade:0, Cable Facade - tile.srparasites.evolutionlure_nine.name
appliedenergistics2:facade:0, Cable Facade - tile.srparasites.evolutionlure_ten.name
appliedenergistics2:facade:0, Cable Facade - Pestilential Coal Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Gold Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Iron Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Pestilential Ore
appliedenergistics2:facade:0, Cable Facade - Inventory Cable
appliedenergistics2:facade:0, Cable Facade - Ashenstone Brick
appliedenergistics2:facade:0, Cable Facade - Ashenstone
appliedenergistics2:facade:0, Cable Facade - Streamstone Pillar
appliedenergistics2:facade:0, Cable Facade - Frostweb
appliedenergistics2:facade:0, Cable Facade - Lushstone Pillar
appliedenergistics2:facade:0, Cable Facade - Double Streamstone Slab
appliedenergistics2:facade:0, Cable Facade - Demon Crystal
appliedenergistics2:facade:0, Cable Facade - Shadow Crystal
appliedenergistics2:facade:0, Cable Facade - Quickweb
appliedenergistics2:facade:0, Cable Facade - Ashenstone Tile
appliedenergistics2:facade:0, Cable Facade - Doomfire
appliedenergistics2:facade:0, Cable Facade - Poop Cloud
appliedenergistics2:facade:0, Cable Facade - Polished Desertstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Demonstone
appliedenergistics2:facade:0, Cable Facade - Double Aberrantstone Slab
appliedenergistics2:facade:0, Cable Facade - Desertstone Tile
appliedenergistics2:facade:0, Cable Facade - Polished Lushstone
appliedenergistics2:facade:0, Cable Facade - Double Desertstone Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Desertstone
appliedenergistics2:facade:0, Cable Facade - Aberrantstone
appliedenergistics2:facade:0, Cable Facade - Polished Streamstone
appliedenergistics2:facade:0, Cable Facade - Hellfire
appliedenergistics2:facade:0, Cable Facade - Primefire
appliedenergistics2:facade:0, Cable Facade - Double Shadowstone Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Shadowstone
appliedenergistics2:facade:0, Cable Facade - Icefire
appliedenergistics2:facade:0, Cable Facade - Poison Cloud
appliedenergistics2:facade:0, Cable Facade - Double Ashenstone Slab
appliedenergistics2:facade:0, Cable Facade - Shadowfire
appliedenergistics2:facade:0, Cable Facade - Shadowstone Tile
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Pillar
appliedenergistics2:facade:0, Cable Facade - Lush Crystal
appliedenergistics2:facade:0, Cable Facade - Desert Crystal
appliedenergistics2:facade:0, Cable Facade - Chiseled Ashenstone
appliedenergistics2:facade:0, Cable Facade - Aberrant Crystal
appliedenergistics2:facade:0, Cable Facade - Propolis
appliedenergistics2:facade:0, Cable Facade - Scorchfire
appliedenergistics2:facade:0, Cable Facade - Demonstone Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Lushstone
appliedenergistics2:facade:0, Cable Facade - Ashenstone Pillar
appliedenergistics2:facade:0, Cable Facade - Aberrant Soulcube
appliedenergistics2:facade:0, Cable Facade - Demonic Soulcube
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Aberrantstone
appliedenergistics2:facade:0, Cable Facade - Undead Soulcube
appliedenergistics2:facade:0, Cable Facade - Frostcloud
appliedenergistics2:facade:0, Cable Facade - Streamstone Tile
appliedenergistics2:facade:0, Cable Facade - Desertstone
appliedenergistics2:facade:0, Cable Facade - Shadowstone
appliedenergistics2:facade:0, Cable Facade - Polished Shadowstone
appliedenergistics2:facade:0, Cable Facade - Ashen Crystal
appliedenergistics2:facade:0, Cable Facade - Shadowstone Brick
appliedenergistics2:facade:0, Cable Facade - Lushstone Tile
appliedenergistics2:facade:0, Cable Facade - Lushstone
appliedenergistics2:facade:0, Cable Facade - Desertstone Pillar
appliedenergistics2:facade:0, Cable Facade - Shadowstone Pillar
appliedenergistics2:facade:0, Cable Facade - Lushstone Brick
appliedenergistics2:facade:0, Cable Facade - Double Lushstone Slab
appliedenergistics2:facade:0, Cable Facade - Demonstone Tile
appliedenergistics2:facade:0, Cable Facade - Desertstone Brick
appliedenergistics2:facade:0, Cable Facade - Double Demonstone Slab
appliedenergistics2:facade:0, Cable Facade - Frostfire
appliedenergistics2:facade:0, Cable Facade - Stream Crystal
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Tile
appliedenergistics2:facade:0, Cable Facade - Streamstone Brick
appliedenergistics2:facade:0, Cable Facade - Demonstone Brick
appliedenergistics2:facade:0, Cable Facade - Veswax
appliedenergistics2:facade:0, Cable Facade - Chiseled Streamstone
appliedenergistics2:facade:0, Cable Facade - Polished Demonstone
appliedenergistics2:facade:0, Cable Facade - Demonstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Aberrantstone
appliedenergistics2:facade:0, Cable Facade - Polished Ashenstone
appliedenergistics2:facade:0, Cable Facade - Streamstone
appliedenergistics2:facade:0, Cable Facade - Gunpowder Block
appliedenergistics2:facade:0, Cable Facade - Redstone Sand
appliedenergistics2:facade:0, Cable Facade - Variable Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Ender Pearl Block
appliedenergistics2:facade:0, Cable Facade - Rotten Flesh Block
appliedenergistics2:facade:0, Cable Facade - Smooth Glowstone
appliedenergistics2:facade:0, Cable Facade - Nether Gold Deposit
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:465, P2P Tunnel - EU
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
